course_viewed,cmi.interaction_answered,module_completed,resource_viewed,discussion_viewed,quiz_viewed,forum-topic_viewed,homework_scored,module_viewed,quiz_receive,test_completed,quiz_completed,quiz_start,discussion_create,link_viewed,homework_min_score,homework_avg_score,homework_max_score,quiz_min_score,quiz_avg_score,quiz_max_score,Place_in_course,Place_in_institution,successful_quizes,successful_homeworks,successful_tests
0.08708708708708708,0.13768115942028986,0.37142857142857144,0.07692307692307693,0.3333333333333333,0.12121212121212122,0.1891891891891892,0.5,0.020134228187919462,0.13333333333333333,0.058823529411764705,0.06666666666666667,0.06666666666666667,0.0,0.0,0.714285714285714,0.9047619047619047,1.0,0.875,0.875,0.875,0.21052631578947367,0.5217391304347827,0.06666666666666667,0.5,0.058823529411764705
0.13063063063063063,0.3115942028985507,0.5428571428571428,0.20512820512820512,0.1111111111111111,0.3181818181818182,0.08108108108108109,0.16666666666666666,0.12751677852348994,0.2,0.4117647058823529,0.2,0.2,0.0,0.15789473684210525,0.857142857142857,0.857142857142857,0.857142857142857,0.95,0.9833333333333334,1.0,0.5,0.7246376811594204,0.2,0.16666666666666666,0.4117647058823529
0.3663663663663664,0.42028985507246375,0.8571428571428571,0.1794871794871795,0.5555555555555556,0.3939393939393939,0.5675675675675675,0.16666666666666666,0.5369127516778524,0.26666666666666666,0.5882352941176471,0.4,0.4,0.14285714285714285,0.05263157894736842,0.882352941176471,0.882352941176471,0.882352941176471,1.0,1.0,1.0,0.8157894736842106,0.8985507246376812,0.4,0.16666666666666666,0.5882352941176471
0.10810810810810811,0.0,0.0,0.04487179487179487,0.07407407407407407,0.0,0.05405405405405406,0.0,0.20134228187919462,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36936936936936937,1.0,0.6571428571428571,0.2564102564102564,0.037037037037037035,1.0,0.3783783783783784,0.16666666666666666,0.6040268456375839,0.7333333333333333,0.6470588235294118,1.0,1.0,0.14285714285714285,0.05263157894736842,0.882352941176471,0.882352941176471,0.882352941176471,1.0,1.0,1.0,0.9210526315789476,0.9565217391304346,1.0,0.16666666666666666,0.6470588235294118
0.07057057057057058,0.30434782608695654,0.22857142857142856,0.00641025641025641,0.0,0.36363636363636365,0.02702702702702703,0.0,0.053691275167785234,0.26666666666666666,0.0,0.26666666666666666,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.26666666666666666,0.0,0.0
0.04954954954954955,0.2536231884057971,0.22857142857142856,0.019230769230769232,0.037037037037037035,0.15151515151515152,0.02702702702702703,0.0,0.040268456375838924,0.13333333333333333,0.058823529411764705,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.9,0.9500000000000001,1.0,0.47368421052631593,0.7101449275362319,0.2,0.0,0.058823529411764705
0.05855855855855856,0.5434782608695652,0.2571428571428571,0.01282051282051282,0.0,0.5909090909090909,0.0,0.0,0.08053691275167785,0.4,0.11764705882352941,0.4666666666666667,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.9,0.9714285714285714,1.0,0.6578947368421053,0.8115942028985508,0.4666666666666667,0.0,0.11764705882352941
0.35585585585585583,0.463768115942029,0.8285714285714285,0.21794871794871795,0.4074074074074074,0.42424242424242425,0.21621621621621623,0.16666666666666666,0.4832214765100671,0.4,0.5882352941176471,0.4666666666666667,0.4666666666666667,0.0,0.15789473684210525,0.764705882352941,0.764705882352941,0.764705882352941,1.0,1.0,1.0,0.6315789473684212,0.7971014492753623,0.4666666666666667,0.16666666666666666,0.5882352941176471
0.2852852852852853,0.5652173913043478,0.9714285714285714,0.3076923076923077,0.37037037037037035,0.7727272727272727,0.32432432432432434,0.8333333333333333,0.12751677852348994,0.3333333333333333,0.8235294117647058,0.5333333333333333,0.5333333333333333,0.5714285714285714,0.15789473684210525,1.0,1.0,1.0,0.95,0.99375,1.0,0.9736842105263157,0.9855072463768115,0.5333333333333333,0.8333333333333333,0.8235294117647058
