course_viewed,module_completed,cmi.interaction_answered,quiz_viewed,quiz_completed,quiz_receive,resource_viewed,forum-topic_viewed,test_completed,discussion_viewed,module_viewed,discussion_create,homework_scored,link_viewed,quiz_start,homework_min_score,homework_avg_score,homework_max_score,quiz_min_score,quiz_avg_score,quiz_max_score,Place_in_course,Place_in_institution,successful_quizes,successful_homeworks,successful_tests
0.00018258170531312764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04564542632828191,0.07575757575757576,0.0,0.06088992974238876,0.0,0.0,0.09549071618037135,1.0,0.0,0.5862068965517241,0.4444444444444444,1.0,0.0,0.28571428571428575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03688150447325178,0.5454545454545454,0.4444444444444444,0.2810304449648712,0.4857142857142857,0.6714285714285714,0.23076923076923075,0.05263157894736842,0.5,0.0,0.1111111111111111,0.0,0.3333333333333333,0.28571428571428575,0.5555555555555556,0.73,0.73,0.73,0.687500322265615,0.9101045418119506,1.0,0.7865168539325843,0.8633093525179856,0.4857142857142857,0.3333333333333333,0.5
0.03396019718824174,0.5606060606060607,0.3611111111111111,0.21311475409836064,0.39999999999999997,0.6428571428571428,0.14588859416445624,0.0,0.375,0.0,0.1111111111111111,0.0,0.6666666666666666,0.23076923076923078,0.3055555555555555,0.4,0.45,0.5,0.0,0.7258520586795036,1.0,0.23595505617977525,0.5107913669064748,0.39999999999999997,0.6666666666666666,0.375
0.0363337593573124,0.0,0.0,0.26229508196721313,0.0,0.0,0.07957559681697612,0.2631578947368421,0.0,0.1724137931034483,0.2222222222222222,0.21428571428571427,0.0,0.06593406593406594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17929523461749133,0.0,0.0,1.0,0.0,0.0,0.5702917771883289,0.07894736842105263,0.0,0.0,1.0,0.0,0.0,0.6593406593406594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06317327003834217,1.0,0.4583333333333333,0.45901639344262296,0.5714285714285714,0.9857142857142857,0.3236074270557029,0.0,0.75,0.0,0.16666666666666666,0.0,0.6666666666666666,0.3516483516483517,0.6666666666666666,0.355,0.3775,0.4,0.0,0.762829922523706,1.0,0.26966292134831465,0.5323741007194244,0.5714285714285714,0.6666666666666666,0.75
0.02848274602884791,0.2727272727272727,0.5601851851851851,0.18969555035128804,0.45714285714285713,0.5428571428571428,0.27320954907161804,0.10526315789473684,0.8125,0.13793103448275862,0.5,0.0,0.6666666666666666,0.4285714285714286,0.4722222222222222,0.0,0.15,0.3,0.0,0.6838515422139515,1.0,0.1685393258426966,0.4676258992805754,0.45714285714285713,0.6666666666666666,0.8125
0.014423954719737083,0.19696969696969696,0.3194444444444444,0.053864168618266976,0.2571428571428571,0.11428571428571428,0.2042440318302387,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.13186813186813187,0.19444444444444442,0.0,0.0,0.0,0.8437501611328075,0.9441624926692259,1.0,0.6179775280898876,0.7553956834532375,0.2571428571428571,0.3333333333333333,0.0
0.049844805550483845,0.33333333333333337,0.46759259259259256,0.5081967213114754,0.5142857142857142,0.6142857142857142,0.22015915119363394,0.05263157894736842,0.5625,0.20689655172413793,0.2777777777777778,0.0,0.3333333333333333,0.38461538461538464,0.5,0.785,0.785,0.785,0.28124970996094656,0.7412822906533892,1.0,0.31460674157303364,0.5611510791366907,0.5142857142857142,0.3333333333333333,0.5625
0.02702209238634289,0.4545454545454546,0.22685185185185183,0.1592505854800937,0.22857142857142856,0.2857142857142857,0.2572944297082228,0.0,0.375,0.0,0.2222222222222222,0.0,0.3333333333333333,0.2527472527472528,0.25,0.84,0.84,0.84,0.0,0.5493110454349692,1.0,0.1011235955056179,0.4244604316546762,0.22857142857142856,0.3333333333333333,0.375
0.04144604710607997,0.24242424242424243,0.49537037037037035,0.22950819672131148,0.6,0.5428571428571428,0.376657824933687,0.0,0.3125,0.0,0.2777777777777778,0.0,0.6666666666666666,0.3186813186813187,0.5555555555555556,0.0,0.25,0.5,0.0,0.6979693800683208,1.0,0.1910112359550562,0.48201438848920874,0.6,0.6666666666666666,0.3125
